,ARM,HR1_10SCALE,HR2_1,HR2_2,HR2_3,HR2_4,HR2_5,HR3,HR4,HR5,HR6,HR7_1,HR7_2,HR7_3,HR7_4,HR8,HR11,HR12_1,HR12_2,HR12_3,HR12_4,HR12_5,HR13,HR14,COVID_HR1,COVID_HR2,COVID_HR3,STIMULUS2,STIMULUS3,STIMULUS4,STIMULUS5,STIMULUS6,POLICY1,POLICY2,POLICY3,POLICY4,PERSONAL2,PERSONAL3,PERSONAL4,WORRY_1,WORRY_2,WORRY_3,WORRY_4,WORRY_5,WORRY_6,WORRY_7,WORRY_8,MEDIA1,MEDIA2,MEDIA5,MEDIA6_1,MEDIA6_2,MEDIA6_3,MEDIA6_4,MEDIA6_5,MEDIA6_6,MEDIA6_7,MEDIA7,MEDIA9,MEDIA10,MEDIA11,MEDIA12,MEDIA13,MEDIA14,MEDIA15,MEDIA17,MH1,MH2,CHILDCARE1,CHILDCARE2,CHILDCARE3,ELDERLYCARE1,IDEOLOGY1,IDEOLOGY2,IDEOLOGY3,IDEOLOGY4,IDEOLOGY5,IDEOLOGY6,IDEOLOGY7,IDEOLOGY8,CULTURE1_1,CULTURE1_2,CULTURE1_3,CULTURE1_4,CULTURE1_5,CULTURE1_6,CULTURE2_1,CULTURE2_2,CULTURE2_3,CULTURE2_4,CULTURE2_5,CULTURE2_6,CULTURE2_7,RUMORS2,DEMOGRAPHIC2,DEMOGRAPHIC4,DEMOGRAPHIC5,DEMOGRAPHIC6,DEMOGRAPHIC7,DEMOGRAPHIC8,DEMOGRAPHIC9,DEMOGRAPHIC10,DEMOGRAPHIC11,DEMOGRAPHIC12,DEMOGRAPHIC13,age,STIMULUS1_WORK_FROM_HOME,STIMULUS1_LOST_JOB,STIMULUS1_FURLOUGHED,STIMULUS1_REDUCED_HOURS,STIMULUS1_PAY_CUT,STIMULUS1_WORK_MORE_HOUR,STIMULUS1_INCREASED_PAY,STIMULUS1_Nothing changed,POLICY5_EVERYONE_SD,POLICY5_AFFECTED_AREA_SD,POLICY5_VOLUNTARY_SD,POLICY5_OLD_PEOPLE_SD,POLICY5_CLOSE_SCHOOL,POLICY5_CLOSE_UNIVERSITY,POLICY5_CANCEL_LARGE_EVENT,POLICY5_OTHER,POLICY6_EVERYONE_SD,POLICY6_AFFECTED_AREA_SD,POLICY6_VOLUNTARY_SD,POLICY6_OLD_PEOPLE_SD,POLICY6_CLOSE_SCHOOL,POLICY6_CLOSE_UNIVERSITY,POLICY6_CANCEL_LARGE_EVENT,POLICY6_OTHER,PERSONAL1_WFH,PERSONAL1_STAY_HOME,PERSONAL1_DISTANCE_OLD_PEOPLE,PERSONAL1_DISTANCE_FAM_MEMBERS,PERSONAL1_KEEP_KIDS_HOME1,PERSONAL1_KEEP_KIDS_HOME2,PERSONAL5_WASH_HAND_OFTEN,PERSONAL5_USE_HAND_SANITIZER,PERSONAL5_TEST_COVID,PERSONAL5_CHANGE_TRAVEL,PERSONAL5_AVOID_CONTACT_OTHERS,PERSONAL5_AVOID_OLDER_ADULTS,PERSONAL5_AVOID_GATHERING,PERSONAL5_SOUGHT_INFO,PERSONAL5_SELF_QUARANTINED,PERSONAL6_SELF_COMPLICATION,PERSONAL6_SOMEONE_COMPLICATION,PERSONAL6_NO_FOOD,PERSONAL6_FEELING_ANXIOUS,PERSONAL6_LACK_CARE,PERSONAL6_LACK_ACCESS,PERSONAL6_KIDS_EDU,PERSONAL6_CANNOT_PAY_RENT,PERSONAL6_CANNOT_TAKE_CARE_OTHER,PERSONAL6_CANNOT_WORK,PERSONAL6_LONG_TERM_FINANCIAL,PERSONAL6_OTHER,PERSONAL7_REDUCED_INCOME,PERSONAL7_LOST_MY_JOB,PERSONAL7_LOSS_CHILDCARE,PERSONAL7_GETTING_FOOD,PERSONAL7_GETTING_SUPPLIES,PERSONAL7_GETTING_MEDICATIONS,PERSONAL7_TRANSPORTATION,PERSONAL7_ACCESS_HEALTHCARE,PERSONAL7_NONE,PERSONAL7_OTHER,MEDIA3_TV,MEDIA3_SOCIAL_MEDIA,MEDIA3_NEWSPAPER,MEDIA3_MAGAZINE,MEDIA3_BLOG,MEDIA3_GOV_WEBSITE,MEDIA3_HEALTH_WEBSITE,MEDIA3_FRIENDS_FAMILY,MEDIA3_HEALTH_PRACTITIONERS,MEDIA3_HEALTH_RESEARCHER,MEDIA3_SCIEN_ARTICLES,MEDIA3_OTHER,MEDIA4_TV,MEDIA4_SOCIAL_MEDIA,MEDIA4_NEWSPAPER,MEDIA4_MAGAZINE,MEDIA4_BLOG,MEDIA4_GOV_WEBSITE,MEDIA4_HEALTH_WEBSITE,MEDIA4_FRIENDS_FAMILY,MEDIA4_HEALTH_PRACTITIONERS,MEDIA4_HEALTH_RESEARCHER,MEDIA4_SCIEN_ARTICLES,MEDIA4_OTHER,MEDIA8_DIABETES,MEDIA8_HEART_DISEASE,MEDIA8_CANCER,MEDIA8_HIV,MEDIA8_ASTHMA,MEDIA8_LUNG_DISEASE,MEDIA8_OTHER,MEDIA8_NONE,MEDIA8_HYPERTENSION,MEDIA16_SOUP_KITCHEN,MEDIA16_SCHOOL,MEDIA16_FOOD_STAMPS,MEDIA16_COMMUNITY,MEDIA16_FOOD_ASSIS,MEDIA16_DONT_KNOW,RUMORS1_ACCIDENTLY_ESCAPED,RUMORS1_PURPOSEFULLY_LEAKED,RUMORS1_USARMY_BROUGHT,RUMORS1_BAT_TO_HUMANS,RUMORS1_BAT_ANIMAL_HUMANS,RUMORS1_WET_MARKET,RUMORS1_OTHER,DEMOGRAPHIC1_EMPLOYED,DEMOGRAPHIC1_UNEMPLOYED,DEMOGRAPHIC1_RETIRED,DEMOGRAPHIC1_STUDENTS,DEMOGRAPHIC1_OTHER
1052,0,2,2,2,4,4,4,3,3,3,2,0,0,0,0,0,B,0,0,0,0,2,E,F,Some,C,A,A,1,0,A,E,2,1,B,B,3,1,4,2,3,3,2,1,2,2,2,3,A,B,3,3,3,4,2,3,2,3,C,1,0,0,B,No,B,B,0,0,No,A,No,Yes,D,H,B,NA,0,0,A,A,3,4,2,4,3,2,3,5,5,5,5,5,3,E,No,CA,94558,Yes,No,L,4,Female,3,A,0,73,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1053,0,1,3,3,5,4,4,4,3,3,2,0,0,2,2,2,B,2,2,2,2,2,E,F,NA,NA,A,C,2,1,A,D,0,1,B,B,2,1,4,2,2,2,2,1,2,2,2,1,C,C,1,4,3,3,3,0,0,3,A,1,2,0,B,No,B,B,0,0,No,A,No,No,C,A,A,B,0,2,D,D,4,3,3,3,3,3,2,4,4,4,4,4,2,G,No,NY,11215,Yes,No,B,3,Female,2,A,0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
1054,0,10,5,5,5,5,5,4,4,4,4,4,4,4,4,3,A,2,2,2,2,2,B,A,All,B,A,B,3,3,A,B,2,2,B,A,3,4,4,3,3,3,3,3,3,3,3,2,B,A,4,4,4,4,4,4,4,4,A,4,1,2,A,Yes,A,A,3,2,Yes,A,Yes,Yes,B,B,A,A,2,4,C,C,5,5,5,5,5,5,5,5,5,5,5,5,5,A,Yes,NY,11203,Yes,Yes,I,4,Male,7,A,0,40,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1055,1,1,5,5,5,5,5,3,4,4,3,1,1,2,3,3,A,2,2,2,2,2,D,A,NA,NA,A,C,2,2,A,C,1,1,C,B,3,1,4,3,3,3,3,3,2,3,2,3,A,C,2,1,1,2,1,2,1,4,B,4,0,0,B,No,B,B,0,0,No,A,No,Yes,B,B,B,NA,1,3,C,C,2,5,1,4,4,2,4,4,5,5,5,5,2,F,Yes,TX,30305,Yes,No,B,4,Male,2,A,1,19,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1056,1,6,2,1,3,2,2,2,2,1,2,0,0,0,3,1,C,1,1,1,0,1,E,F,Some,B,B,C,2,0,A,A,0,0,B,A,2,0,0,0,0,0,0,0,0,0,0,3,B,D,4,4,4,4,3,0,0,3,B,1,0,0,B,No,B,B,0,0,No,C,No,Yes,B,B,B,NA,2,3,C,C,5,3,5,5,2,2,4,2,2,3,3,4,5,F,No,WI,54411,Yes,No,A,4,Female,4,A,1,64,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1057,0,8,2,1,4,2,1,2,2,1,1,4,3,3,3,0,C,0,0,0,1,0,B,B,NA,NA,C,B,2,1,A,D,2,2,B,B,2,1,1,2,1,3,3,1,1,1,1,0,C,F,0,0,0,0,0,0,0,2,B,2,4,0,A,No,B,A,3,3,No,C,Yes,No,B,H,A,A,0,0,F,E,5,4,4,5,1,2,1,3,3,5,3,5,1,B,No,OK,73114,Yes,No,A,3,Female,0,E,2,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1058,1,1,3,3,3,3,4,4,4,4,1,3,4,3,3,3,B,2,2,0,2,2,F,F,NA,NA,A,B,1,1,A,B,1,1,B,B,2,1,4,2,2,2,2,1,2,1,3,1,C,A,3,3,3,4,3,3,3,3,A,0,4,0,B,No,B,B,1,1,No,C,No,No,A,A,D,A,0,0,A,D,3,3,3,3,1,1,2,4,4,4,4,4,3,B,No,OH,44052,Yes,No,A,3,Female,1,A,0,40,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1059,0,5,3,3,3,3,3,3,3,2,3,0,0,0,0,1,C,0,0,0,0,0,E,D,Some,C,B,C,0,0,E,A,0,1,C,A,2,0,0,1,1,1,1,1,1,1,1,1,C,A,0,0,0,0,0,0,0,3,A,3,0,0,B,No,B,B,0,0,Yes,A,No,No,B,H,A,B,0,0,A,D,3,3,3,3,3,3,3,3,3,3,3,3,3,G,No,NJ,8003,Yes,No,B,2,Male,4,A,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0
1060,0,3,3,1,3,3,3,3,1,2,1,3,0,0,4,0,B,2,2,0,2,2,E,A,Some,C,A,A,2,2,A,E,0,1,B,A,1,1,4,2,2,2,2,2,2,1,3,1,A,C,3,3,3,3,3,3,3,3,B,2,0,0,B,No,B,B,1,1,No,A,No,No,C,A,A,B,0,2,E,D,4,4,2,4,4,2,3,5,5,5,5,5,1,D,Yes,DE,19709,Yes,No,B,1,Female,2,A,1,24,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0
1061,0,10,5,5,2,5,5,4,3,4,3,0,0,1,0,0,D,1,1,1,1,1,E,A,NA,C,B,C,1,1,D,C,2,0,B,B,3,1,4,0,0,0,0,2,3,2,2,0,C,A,1,5,5,3,1,3,3,4,B,4,1,0,B,No,B,A,0,0,No,C,No,No,B,B,B,NA,2,2,C,C,5,3,5,5,1,1,3,3,3,5,5,5,5,B,No,OH,44709,Yes,No,A,4,Female,2,A,0,55,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1062,2,1,1,1,0,0,2,1,1,0,1,3,0,0,0,3,B,2,2,0,0,0,B,D,NA,C,C,B,1,1,D,D,1,1,C,B,2,1,0,2,3,2,1,2,3,1,3,0,C,F,1,4,0,3,0,4,2,2,B,1,0,0,B,No,B,A,0,0,No,A,No,No,A,A,A,A,-2,3,B,D,3,3,3,4,1,1,1,5,4,5,5,5,1,F,No,KY,40324,Yes,No,L,1,Female,1,A,0,19,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1063,1,10,5,5,5,5,5,4,4,4,4,4,4,4,4,3,A,2,2,2,2,2,A,A,All,NA,A,B,3,3,A,A,2,2,A,A,3,4,4,3,3,3,3,3,3,3,3,3,A,A,5,5,5,5,5,5,5,4,A,4,4,2,A,Yes,A,A,3,3,No,A,Yes,Yes,A,A,A,A,2,4,D,D,5,5,5,5,5,5,5,5,5,5,5,5,5,A,Yes,OK,74401,Yes,No,B,4,Female,2,A,3,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1064,0,2,4,4,4,3,4,3,3,3,3,0,2,3,3,2,A,2,2,2,0,2,F,B,All,C,A,C,2,2,E,C,0,1,B,B,2,2,4,3,3,3,2,2,2,1,3,2,B,D,3,4,4,4,5,5,3,3,B,3,0,0,B,Yes,A,B,1,1,Yes,C,No,Yes,A,H,D,B,0,3,A,E,3,5,3,3,4,4,4,4,4,4,3,3,4,B,No,KY,40201,Yes,No,A,4,Male,3,D,1,21,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1065,0,3,4,3,4,4,4,0,3,2,2,0,3,2,3,2,B,2,2,0,2,2,F,B,NA,C,C,A,0,0,D,C,1,2,B,A,2,2,4,3,2,2,2,2,3,3,2,0,B,E,2,3,3,4,2,2,2,2,C,0,0,0,B,No,B,B,3,3,No,C,No,No,C,H,D,B,0,0,A,A,4,4,2,3,5,5,4,4,4,5,3,5,4,A,No,KY,40219,No,No,A,4,Female,0,C,1,27,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0
1066,2,1,3,3,4,1,1,4,3,3,3,1,1,1,1,1,D,1,1,1,1,1,E,A,Some,C,C,C,3,3,D,A,1,1,B,A,3,3,2,0,0,1,2,0,0,0,0,1,C,D,2,5,4,5,3,4,4,4,B,2,3,0,C,No,B,B,0,0,Yes,B,No,No,B,B,B,NA,1,4,C,E,5,2,5,5,3,1,3,3,2,3,3,4,3,D,No,MA,1119,Yes,No,B,3,Female,5,A,1,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
1067,2,10,5,5,5,5,3,4,4,3,4,3,3,3,3,1,B,0,2,2,0,0,D,A,All,NA,A,C,1,0,D,B,2,1,B,B,3,0,4,3,3,1,1,1,1,3,3,1,B,C,5,0,0,0,0,0,0,3,C,4,0,0,B,No,B,B,1,1,No,B,No,Yes,B,B,B,NA,0,2,C,C,3,3,3,3,3,3,4,4,2,3,3,3,3,A,Yes,AR,544,Yes,Yes,I,2,Male,2,A,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1068,0,8,5,4,2,4,3,4,4,4,4,3,4,2,4,3,A,2,0,2,2,0,B,A,Some,NA,A,B,3,0,A,C,1,2,B,A,2,4,4,1,2,1,1,0,2,1,2,3,A,A,1,2,3,4,5,0,5,4,A,4,3,2,A,Yes,A,A,1,2,Yes,A,Yes,Yes,A,A,A,A,1,4,A,A,4,5,4,3,4,3,4,5,4,3,5,4,3,B,Yes,CA,90202,Yes,Yes,F,4,Male,3,A,0,40,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1069,2,9,4,3,4,4,4,4,4,4,3,4,4,3,3,3,A,2,2,2,1,1,A,A,All,B,A,B,3,3,A,A,0,2,A,B,2,4,3,3,2,2,2,2,3,3,3,3,A,A,4,4,5,5,3,3,3,4,B,4,3,2,A,Yes,A,A,3,2,Yes,A,Yes,No,B,B,A,B,2,3,B,D,5,5,5,4,5,5,5,4,4,5,5,5,4,A,Yes,WA,99208,Yes,No,I,4,Male,5,A,1,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1070,2,1,4,2,5,4,4,3,3,2,1,3,0,0,4,1,A,0,1,2,2,2,E,A,NA,NA,A,C,1,1,A,E,2,2,C,B,3,1,4,2,2,3,1,3,2,1,2,2,A,D,1,2,4,0,4,2,1,2,B,1,0,0,B,No,B,B,1,1,No,A,No,No,A,A,A,A,-1,4,D,D,4,3,3,4,1,1,1,5,5,5,5,5,1,F,No,FL,34237,Yes,No,I,1,Female,3,A,0,51,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0
1071,2,6,2,1,4,3,3,3,2,3,2,1,1,1,1,1,D,1,1,0,1,1,E,F,Some,C,C,A,1,2,A,B,0,1,B,B,2,2,4,2,2,3,2,1,1,2,3,2,A,A,4,1,1,1,1,1,1,2,B,4,0,0,B,No,B,B,1,1,No,C,No,No,B,H,B,NA,1,3,C,C,3,3,3,4,1,3,3,3,3,3,3,3,3,B,No,MI,49080,Yes,No,A,4,Female,2,A,0,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1
1072,0,5,4,5,4,5,4,4,4,4,3,4,4,3,4,2,A,2,2,2,2,2,A,A,All,C,A,B,2,3,A,C,2,1,A,A,3,4,4,3,2,3,2,2,3,2,2,3,B,A,4,5,4,4,5,4,2,4,A,4,4,2,A,Yes,A,A,1,1,Yes,A,Yes,No,A,A,A,B,2,4,A,D,5,4,5,4,4,5,5,4,5,4,4,5,4,A,Yes,MD,20850,Yes,Yes,A,4,Male,3,C,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,F,D,NA,D,B,B,1,1,E,D,1,0,C,B,0,1,1,2,2,2,2,2,2,2,2,2,B,C,1,1,2,1,1,1,1,4,B,0,0,0,A,Yes,A,B,3,3,No,B,No,No,C,H,D,C,-1,0,B,C,3,3,3,3,3,3,3,3,3,1,5,3,3,B,No,NY,10980,Yes,No,J,0,Female,0,H,0,20,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1074,2,1,4,4,5,5,4,3,2,4,3,3,0,3,3,2,A,2,0,2,2,2,E,F,NA,C,C,C,2,2,A,B,0,0,B,B,1,1,3,2,2,2,1,0,1,1,1,2,C,D,1,3,3,3,0,0,0,4,A,3,2,0,B,No,B,B,1,1,No,C,No,No,C,A,A,B,0,2,D,D,4,3,4,4,3,2,2,4,4,3,3,4,4,E,No,MI,48315,Yes,No,A,1,Male,2,A,1,77,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1075,1,7,3,4,5,4,4,3,3,3,3,3,2,4,3,2,B,2,2,0,2,2,B,B,Some,B,B,A,2,2,B,C,1,2,B,A,2,3,3,3,2,3,1,2,3,2,2,2,B,A,1,2,2,1,2,2,2,3,A,3,2,1,B,No,B,A,2,2,Yes,B,Yes,No,B,B,D,B,1,3,C,B,4,5,3,4,3,4,3,4,3,5,3,3,4,B,No,WA,20001,Yes,No,B,3,Male,3,A,1,28,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
